State,Governor,Party,Speech
Kentucky,Andy Beshear,Democrat,"If they belong to a different religion, political party, or watch a different cable news channel, they must be wrong."
Kentucky,Andy Beshear,Democrat,"And we see widespread campaigns of misinformation aimed not just at creating division, but even hate."
Kentucky,Andy Beshear,Democrat,And let’s admit it. These attempts at division have been effective.
Kentucky,Andy Beshear,Democrat,We see it on the internet and in our neighborhoods.
Kentucky,Andy Beshear,Democrat,Kentuckians unable to talk to each other.
Kentucky,Andy Beshear,Democrat,Unwilling to shake each other’s hand.
Kentucky,Andy Beshear,Democrat,So here we are.
Kentucky,Andy Beshear,Democrat,"Right here, right now with a moment … an opportunity to turn the tide."
Kentucky,Andy Beshear,Democrat,An opportunity to stop the yelling and the name calling. Kentuckians deserve better than the bitterness that divides our politics.
Kentucky,Andy Beshear,Democrat,And an opportunity to prove to this commonwealth and this country that we can get this right.
Kentucky,Andy Beshear,Democrat,It will take us burying old feuds and healing old wounds.
Kentucky,Andy Beshear,Democrat,It will take us not just adopting civility in tone but in practice.
Kentucky,Andy Beshear,Democrat,And doing that alone will be an accomplishment.
Kentucky,Andy Beshear,Democrat,"But it takes more than civility to thrive, it will take cooperation."
Kentucky,Andy Beshear,Democrat,Winston Churchill once said that courage is what it takes to stand up and speak; courage is also what it takes to sit down and listen.
Kentucky,Andy Beshear,Democrat,Coming together will take that courage to listen. To strive to understand people who may disagree with you.
Kentucky,Andy Beshear,Democrat,It is how we move forward. I know we have more in common than what divides us.
Kentucky,Andy Beshear,Democrat,I know that we can do what are entrusted here to do: deliver results for Kentuckians.
Kentucky,Andy Beshear,Democrat,I am honored to serve as your governor. I will serve with honesty and good faith.
Kentucky,Andy Beshear,Democrat,"Our Kentucky motto is United We Stand, Divided We Fall. I believe that deeply. I look forward to working with all of you and the rest of Team Kentucky."
Kentucky,Andy Beshear,Democrat,God Bless you and God Bless the commonwealth of Kentucky.
Louisiana,John Bel Edwards,Democrat,"Mr. Speaker, Mr. President, members of the Legislature and distinguished guests:"
Louisiana,John Bel Edwards,Democrat,"I am honored to join you for the start of what I hope to be our only legislative session this year. We have spent a lot of time together in these chambers over the past 3 ½ years, but because of our willingness to come together and put the people of Louisiana first, our state is finally moving in the right direction."
Louisiana,John Bel Edwards,Democrat,"Before I begin, I would like to take a moment to speak with you about the recent disturbing fires at four churches across our state. Three of them have been at historically African-American Baptist churches in St. Landry Parish - Mt. Pleasant, St. Mary and Greater Union - and one in Caddo Parish at Vivian United Pentecostal. I’ve been in contact with the pastors of all four churches, and I have directed the State Fire Marshal to aggressively investigate these tragic fires alongside our local and federal law enforcement partners. I want to especially thank State Fire Marshall Butch Browning for his leadership in this investigation."
Louisiana,John Bel Edwards,Democrat,"Churches are sacred places, and no one should fear for their safety in their house of worship. And no one should be concerned that their house of worship would be destroyed."
Louisiana,John Bel Edwards,Democrat,"Right now, there are more questions than answers, but hopefully the investigation will yield information we can share with the public in short order. Until then, I am asking everyone to please join me and Donna in channeling all frustration, fear and anger into prayer and support for the congregations that have lost their churches."
Louisiana,John Bel Edwards,Democrat,With that being said…
Louisiana,John Bel Edwards,Democrat,This is going to be a very different speech than you are used to me delivering the opening day of session because the budget crisis that for years held Louisiana hostage is over. What was once a $2 billion budget deficit is now a surplus that will lay a foundation for us to continue to move the state forward.
Louisiana,John Bel Edwards,Democrat,You won’t hear me talk about a fiscal cliff.
Louisiana,John Bel Edwards,Democrat,Funding for higher education is stabilized. TOPS is fully funded. And health care services aren’t on the chopping block.
Louisiana,John Bel Edwards,Democrat,"Together, through partnership rather than partisanship, we restored fiscal stability and put an end to the greatest budget crisis in our state’s history."
Louisiana,John Bel Edwards,Democrat,"I have said before that there is no challenge too great for us to overcome if we work together in good faith, and we have proven that to be true time and time again."
Louisiana,John Bel Edwards,Democrat,"It wasn’t easy. Hard choices and compromises had to be made. But today, I can stand before you and say that the state of Louisiana is much stronger and in a much better place than we were just a few years ago."
Louisiana,John Bel Edwards,Democrat,"And our people agree. LSU’s Reilly Center recently released the 2019 Louisiana Survey, which notes that more people think our state is moving in the right direction and fewer think it’s going in the wrong one."
Louisiana,John Bel Edwards,Democrat,"Now, there’s still lots of work to do, but we are putting this state back on a path to more prosperity, more opportunity."
Louisiana,John Bel Edwards,Democrat,"We just recently announced that personal income in Louisiana is the highest it has ever been. That’s more money going directly into the pockets of our workers. At $252 billion, our GDP is the highest it’s ever been. It means that more people are working and our businesses are doing better. It means that the state is producing more than ever before."
Louisiana,John Bel Edwards,Democrat,"And make no mistake – Louisiana IS open for business. In just the past few years, we’ve landed more than 128 new economic development projects that are resulting in more than 27,000 new jobs, retaining over 21,000 jobs and resulting in over $33 billion in new capital investment."
